,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,duration
1048,10,10,10,10,21,21,21,21,19,19,19,19,8,8,8,8,1,1,1,1,7,7,7,7,19,19,19,19,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,7,7,7,7,16,16,16,16,10,10,10,10,18,18,18,18,22,22,22,22,29,29,29,29,17,17,17,17,25,25,25,25,15,15,15,15,27,27,27,27,24,24,24,24,18,18,18,18,18,18,18,18,12,12,12,12,25
1049,-9,-9,-9,-9,-21,-21,-21,-21,-16,-16,-16,-16,-10,-10,-10,-10,-1,-1,-1,-1,9,9,9,9,11,11,11,11,10,10,10,10,6,6,6,6,8,8,8,8,19,19,19,19,8,8,8,8,9,9,9,9,12,12,12,12,20,20,20,20,17,17,17,17,5,5,5,5,-3,-3,-3,-3,-13,-13,-13,-13,-13,-13,-13,-13,-16,-16,-16,-16,-22,-22,-22,-22,-11,-11,-11,-11,-5,-5,-5,-5,-5,-5,-5,-5,25
1050,-6,-6,-6,-6,-2,-2,-2,-2,-9,-9,-9,-9,-14,-14,-14,-14,-15,-15,-15,-15,-14,-14,-14,-14,-6,-6,-6,-6,-12,-12,-12,-12,-17,-17,-17,-17,-10,-10,-10,-10,-13,-13,-13,-13,-8,-8,-8,-8,-3,-3,-3,-3,3,3,3,3,2,2,2,2,5,5,5,5,-2,-2,-2,-2,1,1,1,1,3,3,3,3,15,15,15,15,11,11,11,11,6,6,6,6,-4,-4,-4,-4,5,5,5,5,1,1,1,1,25
1051,2,2,2,2,-6,-6,-6,-6,-10,-10,-10,-10,-18,-18,-18,-18,-20,-20,-20,-20,-10,-10,-10,-10,-15,-15,-15,-15,-27,-27,-27,-27,-36,-36,-36,-36,-42,-42,-42,-42,-43,-43,-43,-43,-51,-51,-51,-51,-39,-39,-39,-39,-42,-42,-42,-42,-31,-31,-31,-31,-20,-20,-20,-20,-25,-25,-25,-25,-36,-36,-36,-36,-25,-25,-25,-25,-20,-20,-20,-20,-9,-9,-9,-9,-13,-13,-13,-13,-8,-8,-8,-8,-15,-15,-15,-15,-19,-19,-19,-19,25
1052,3,3,3,3,13,13,13,13,5,5,5,5,3,3,3,3,3,3,3,3,-2,-2,-2,-2,3,3,3,3,-7,-7,-7,-7,-17,-17,-17,-17,-11,-11,-11,-11,-18,-18,-18,-18,-30,-30,-30,-30,-26,-26,-26,-26,-21,-21,-21,-21,-10,-10,-10,-10,-18,-18,-18,-18,-17,-17,-17,-17,-19,-19,-19,-19,-19,-19,-19,-19,-18,-18,-18,-18,-27,-27,-27,-27,-36,-36,-36,-36,-27,-27,-27,-27,-27,-27,-27,-27,-38,-38,-38,-38,25
1053,6,6,6,6,16,16,16,16,17,17,17,17,10,10,10,10,22,22,22,22,28,28,28,28,38,38,38,38,41,41,41,41,49,49,49,49,43,43,43,43,53,53,53,53,55,55,55,55,61,61,61,61,69,69,69,69,77,77,77,77,74,74,74,74,70,70,70,70,82,82,82,82,93,93,93,93,96,96,96,96,92,92,92,92,81,81,81,81,89,89,89,89,85,85,85,85,81,81,81,81,25
1054,2,2,2,2,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6,-6,-7,-7,-7,-7,-10,-10,-10,-10,2,2,2,2,-7,-7,-7,-7,-1,-1,-1,-1,1,1,1,1,-7,-7,-7,-7,-13,-13,-13,-13,-21,-21,-21,-21,-29,-29,-29,-29,-22,-22,-22,-22,-33,-33,-33,-33,-31,-31,-31,-31,-39,-39,-39,-39,-44,-44,-44,-44,-38,-38,-38,-38,-48,-48,-48,-48,-39,-39,-39,-39,-50,-50,-50,-50,-61,-61,-61,-61,-73,-73,-73,-73,25
1055,7,7,7,7,1,1,1,1,-5,-5,-5,-5,7,7,7,7,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,9,9,9,9,2,2,2,2,-9,-9,-9,-9,-18,-18,-18,-18,-24,-24,-24,-24,-26,-26,-26,-26,-25,-25,-25,-25,-33,-33,-33,-33,-23,-23,-23,-23,-29,-29,-29,-29,-20,-20,-20,-20,-20,-20,-20,-20,-19,-19,-19,-19,-7,-7,-7,-7,1,1,1,1,5,5,5,5,1,1,1,1,2,2,2,2,25
1056,-3,-3,-3,-3,-14,-14,-14,-14,-7,-7,-7,-7,4,4,4,4,2,2,2,2,13,13,13,13,25,25,25,25,16,16,16,16,23,23,23,23,27,27,27,27,18,18,18,18,12,12,12,12,16,16,16,16,24,24,24,24,19,19,19,19,29,29,29,29,30,30,30,30,37,37,37,37,27,27,27,27,18,18,18,18,21,21,21,21,27,27,27,27,32,32,32,32,22,22,22,22,27,27,27,27,25
1057,1,1,1,1,-5,-5,-5,-5,-11,-11,-11,-11,-16,-16,-16,-16,-12,-12,-12,-12,-16,-16,-16,-16,-8,-8,-8,-8,-3,-3,-3,-3,-3,-3,-3,-3,-11,-11,-11,-11,-7,-7,-7,-7,-13,-13,-13,-13,-24,-24,-24,-24,-22,-22,-22,-22,-20,-20,-20,-20,-13,-13,-13,-13,-14,-14,-14,-14,-22,-22,-22,-22,-32,-32,-32,-32,-37,-37,-37,-37,-45,-45,-45,-45,-48,-48,-48,-48,-40,-40,-40,-40,-31,-31,-31,-31,-37,-37,-37,-37,25
1058,7,7,7,7,8,8,8,8,12,12,12,12,13,13,13,13,16,16,16,16,27,27,27,27,28,28,28,28,31,31,31,31,41,41,41,41,49,49,49,49,57,57,57,57,59,59,59,59,54,54,54,54,60,60,60,60,70,70,70,70,67,67,67,67,60,60,60,60,49,49,49,49,58,58,58,58,46,46,46,46,57,57,57,57,54,54,54,54,50,50,50,50,58,58,58,58,57,57,57,57,25
1059,-7,-7,-7,-7,2,2,2,2,-7,-7,-7,-7,3,3,3,3,10,10,10,10,21,21,21,21,14,14,14,14,13,13,13,13,24,24,24,24,14,14,14,14,5,5,5,5,8,8,8,8,16,16,16,16,19,19,19,19,13,13,13,13,16,16,16,16,22,22,22,22,24,24,24,24,12,12,12,12,17,17,17,17,9,9,9,9,-3,-3,-3,-3,-15,-15,-15,-15,-23,-23,-23,-23,-28,-28,-28,-28,25
1060,1,1,1,1,7,7,7,7,13,13,13,13,12,12,12,12,2,2,2,2,4,4,4,4,1,1,1,1,-3,-3,-3,-3,-14,-14,-14,-14,-23,-23,-23,-23,-14,-14,-14,-14,-14,-14,-14,-14,-13,-13,-13,-13,-13,-13,-13,-13,-16,-16,-16,-16,-26,-26,-26,-26,-19,-19,-19,-19,-24,-24,-24,-24,-32,-32,-32,-32,-27,-27,-27,-27,-37,-37,-37,-37,-32,-32,-32,-32,-44,-44,-44,-44,-36,-36,-36,-36,-45,-45,-45,-45,25
1061,0,0,0,0,-1,-1,-1,-1,-11,-11,-11,-11,-6,-6,-6,-6,-3,-3,-3,-3,0,0,0,0,12,12,12,12,9,9,9,9,13,13,13,13,9,9,9,9,16,16,16,16,20,20,20,20,23,23,23,23,20,20,20,20,13,13,13,13,21,21,21,21,33,33,33,33,41,41,41,41,34,34,34,34,36,36,36,36,28,28,28,28,24,24,24,24,20,20,20,20,21,21,21,21,23,23,23,23,25
1062,4,4,4,4,6,6,6,6,1,1,1,1,3,3,3,3,-6,-6,-6,-6,4,4,4,4,8,8,8,8,1,1,1,1,-8,-8,-8,-8,1,1,1,1,12,12,12,12,9,9,9,9,9,9,9,9,10,10,10,10,2,2,2,2,7,7,7,7,4,4,4,4,14,14,14,14,3,3,3,3,8,8,8,8,9,9,9,9,12,12,12,12,13,13,13,13,8,8,8,8,-2,-2,-2,-2,25
1063,12,12,12,12,3,3,3,3,-6,-6,-6,-6,-13,-13,-13,-13,-5,-5,-5,-5,-14,-14,-14,-14,-11,-11,-11,-11,-16,-16,-16,-16,-11,-11,-11,-11,-5,-5,-5,-5,-14,-14,-14,-14,-11,-11,-11,-11,-21,-21,-21,-21,-25,-25,-25,-25,-27,-27,-27,-27,-20,-20,-20,-20,-9,-9,-9,-9,3,3,3,3,-5,-5,-5,-5,-8,-8,-8,-8,4,4,4,4,-8,-8,-8,-8,3,3,3,3,6,6,6,6,9,9,9,9,25
1064,-1,-1,-1,-1,-7,-7,-7,-7,-17,-17,-17,-17,-8,-8,-8,-8,-20,-20,-20,-20,-21,-21,-21,-21,-19,-19,-19,-19,-11,-11,-11,-11,0,0,0,0,10,10,10,10,9,9,9,9,0,0,0,0,-5,-5,-5,-5,-13,-13,-13,-13,-3,-3,-3,-3,-2,-2,-2,-2,4,4,4,4,15,15,15,15,8,8,8,8,-3,-3,-3,-3,8,8,8,8,11,11,11,11,13,13,13,13,5,5,5,5,5,5,5,5,25
1065,-1,-1,-1,-1,5,5,5,5,-1,-1,-1,-1,-6,-6,-6,-6,-9,-9,-9,-9,-10,-10,-10,-10,-18,-18,-18,-18,-10,-10,-10,-10,-2,-2,-2,-2,8,8,8,8,10,10,10,10,14,14,14,14,17,17,17,17,11,11,11,11,10,10,10,10,12,12,12,12,16,16,16,16,22,22,22,22,13,13,13,13,17,17,17,17,13,13,13,13,8,8,8,8,9,9,9,9,-3,-3,-3,-3,-7,-7,-7,-7,25
1066,-9,-9,-9,-9,-8,-8,-8,-8,-19,-19,-19,-19,-9,-9,-9,-9,-19,-19,-19,-19,-21,-21,-21,-21,-33,-33,-33,-33,-22,-22,-22,-22,-18,-18,-18,-18,-19,-19,-19,-19,-14,-14,-14,-14,-23,-23,-23,-23,-35,-35,-35,-35,-46,-46,-46,-46,-39,-39,-39,-39,-36,-36,-36,-36,-27,-27,-27,-27,-22,-22,-22,-22,-15,-15,-15,-15,-25,-25,-25,-25,-15,-15,-15,-15,-6,-6,-6,-6,-16,-16,-16,-16,-16,-16,-16,-16,-17,-17,-17,-17,25
1067,-12,-12,-12,-12,-15,-15,-15,-15,-6,-6,-6,-6,0,0,0,0,-7,-7,-7,-7,5,5,5,5,-3,-3,-3,-3,9,9,9,9,3,3,3,3,4,4,4,4,7,7,7,7,8,8,8,8,-2,-2,-2,-2,10,10,10,10,20,20,20,20,30,30,30,30,27,27,27,27,32,32,32,32,33,33,33,33,33,33,33,33,30,30,30,30,23,23,23,23,21,21,21,21,32,32,32,32,42,42,42,42,25
1068,1,1,1,1,-6,-6,-6,-6,-1,-1,-1,-1,5,5,5,5,-2,-2,-2,-2,-7,-7,-7,-7,-4,-4,-4,-4,0,0,0,0,4,4,4,4,-8,-8,-8,-8,1,1,1,1,-7,-7,-7,-7,5,5,5,5,5,5,5,5,11,11,11,11,12,12,12,12,22,22,22,22,18,18,18,18,25,25,25,25,36,36,36,36,46,46,46,46,48,48,48,48,56,56,56,56,45,45,45,45,34,34,34,34,25
1069,-7,-7,-7,-7,-16,-16,-16,-16,-25,-25,-25,-25,-26,-26,-26,-26,-37,-37,-37,-37,-40,-40,-40,-40,-39,-39,-39,-39,-46,-46,-46,-46,-48,-48,-48,-48,-36,-36,-36,-36,-31,-31,-31,-31,-38,-38,-38,-38,-29,-29,-29,-29,-36,-36,-36,-36,-33,-33,-33,-33,-24,-24,-24,-24,-19,-19,-19,-19,-16,-16,-16,-16,-17,-17,-17,-17,-6,-6,-6,-6,1,1,1,1,-3,-3,-3,-3,-2,-2,-2,-2,-7,-7,-7,-7,3,3,3,3,25
1070,-5,-5,-5,-5,1,1,1,1,-3,-3,-3,-3,-15,-15,-15,-15,-17,-17,-17,-17,-7,-7,-7,-7,-7,-7,-7,-7,5,5,5,5,11,11,11,11,10,10,10,10,8,8,8,8,-1,-1,-1,-1,4,4,4,4,13,13,13,13,1,1,1,1,-10,-10,-10,-10,-5,-5,-5,-5,-5,-5,-5,-5,2,2,2,2,2,2,2,2,4,4,4,4,16,16,16,16,11,11,11,11,5,5,5,5,-1,-1,-1,-1,25
1071,-1,-1,-1,-1,-11,-11,-11,-11,-15,-15,-15,-15,-9,-9,-9,-9,-2,-2,-2,-2,1,1,1,1,4,4,4,4,-6,-6,-6,-6,-9,-9,-9,-9,1,1,1,1,-1,-1,-1,-1,-10,-10,-10,-10,0,0,0,0,-5,-5,-5,-5,-17,-17,-17,-17,-12,-12,-12,-12,-11,-11,-11,-11,-18,-18,-18,-18,-11,-11,-11,-11,-4,-4,-4,-4,-4,-4,-4,-4,-12,-12,-12,-12,-11,-11,-11,-11,-14,-14,-14,-14,-21,-21,-21,-21,25
1072,1,1,1,1,-10,-10,-10,-10,-8,-8,-8,-8,-9,-9,-9,-9,-2,-2,-2,-2,-4,-4,-4,-4,-2,-2,-2,-2,4,4,4,4,3,3,3,3,-7,-7,-7,-7,-16,-16,-16,-16,-13,-13,-13,-13,-18,-18,-18,-18,-27,-27,-27,-27,-35,-35,-35,-35,-27,-27,-27,-27,-15,-15,-15,-15,-3,-3,-3,-3,-3,-3,-3,-3,9,9,9,9,12,12,12,12,18,18,18,18,15,15,15,15,3,3,3,3,7,7,7,7,25
1073,-10,-10,-10,-10,-12,-12,-12,-12,-18,-18,-18,-18,-13,-13,-13,-13,-3,-3,-3,-3,-7,-7,-7,-7,-1,-1,-1,-1,10,10,10,10,4,4,4,4,11,11,11,11,3,3,3,3,1,1,1,1,-9,-9,-9,-9,-6,-6,-6,-6,-9,-9,-9,-9,-4,-4,-4,-4,-15,-15,-15,-15,-3,-3,-3,-3,2,2,2,2,-10,-10,-10,-10,-11,-11,-11,-11,0,0,0,0,-10,-10,-10,-10,-12,-12,-12,-12,-1,-1,-1,-1,25
1074,-7,-7,-7,-7,0,0,0,0,10,10,10,10,9,9,9,9,2,2,2,2,7,7,7,7,5,5,5,5,6,6,6,6,5,5,5,5,2,2,2,2,-6,-6,-6,-6,-13,-13,-13,-13,-23,-23,-23,-23,-20,-20,-20,-20,-8,-8,-8,-8,-16,-16,-16,-16,-23,-23,-23,-23,-15,-15,-15,-15,-26,-26,-26,-26,-38,-38,-38,-38,-27,-27,-27,-27,-33,-33,-33,-33,-41,-41,-41,-41,-42,-42,-42,-42,-32,-32,-32,-32,25
1075,-10,-10,-10,-10,-13,-13,-13,-13,-21,-21,-21,-21,-19,-19,-19,-19,-28,-28,-28,-28,-39,-39,-39,-39,-34,-34,-34,-34,-36,-36,-36,-36,-46,-46,-46,-46,-40,-40,-40,-40,-46,-46,-46,-46,-49,-49,-49,-49,-46,-46,-46,-46,-50,-50,-50,-50,-48,-48,-48,-48,-42,-42,-42,-42,-43,-43,-43,-43,-48,-48,-48,-48,-39,-39,-39,-39,-27,-27,-27,-27,-36,-36,-36,-36,-36,-36,-36,-36,-37,-37,-37,-37,-29,-29,-29,-29,-25,-25,-25,-25,25
1076,-2,-2,-2,-2,-9,-9,-9,-9,-5,-5,-5,-5,-4,-4,-4,-4,-1,-1,-1,-1,-13,-13,-13,-13,-2,-2,-2,-2,-4,-4,-4,-4,-4,-4,-4,-4,-8,-8,-8,-8,1,1,1,1,9,9,9,9,15,15,15,15,4,4,4,4,5,5,5,5,-6,-6,-6,-6,-16,-16,-16,-16,-9,-9,-9,-9,-17,-17,-17,-17,-25,-25,-25,-25,-21,-21,-21,-21,-32,-32,-32,-32,-41,-41,-41,-41,-50,-50,-50,-50,-38,-38,-38,-38,25
1077,5,5,5,5,9,9,9,9,8,8,8,8,14,14,14,14,3,3,3,3,2,2,2,2,3,3,3,3,0,0,0,0,4,4,4,4,1,1,1,1,8,8,8,8,2,2,2,2,-1,-1,-1,-1,-10,-10,-10,-10,-11,-11,-11,-11,-17,-17,-17,-17,-5,-5,-5,-5,-6,-6,-6,-6,-2,-2,-2,-2,5,5,5,5,4,4,4,4,-2,-2,-2,-2,8,8,8,8,10,10,10,10,16,16,16,16,25
1078,-10,-10,-10,-10,-4,-4,-4,-4,1,1,1,1,-7,-7,-7,-7,-8,-8,-8,-8,-19,-19,-19,-19,-9,-9,-9,-9,-8,-8,-8,-8,-3,-3,-3,-3,-8,-8,-8,-8,-11,-11,-11,-11,0,0,0,0,-5,-5,-5,-5,1,1,1,1,10,10,10,10,9,9,9,9,11,11,11,11,15,15,15,15,26,26,26,26,32,32,32,32,25,25,25,25,13,13,13,13,2,2,2,2,-1,-1,-1,-1,10,10,10,10,25
1079,0,0,0,0,-11,-11,-11,-11,-13,-13,-13,-13,-4,-4,-4,-4,-2,-2,-2,-2,-5,-5,-5,-5,-1,-1,-1,-1,-11,-11,-11,-11,-21,-21,-21,-21,-33,-33,-33,-33,-40,-40,-40,-40,-44,-44,-44,-44,-39,-39,-39,-39,-33,-33,-33,-33,-38,-38,-38,-38,-45,-45,-45,-45,-52,-52,-52,-52,-55,-55,-55,-55,-59,-59,-59,-59,-69,-69,-69,-69,-71,-71,-71,-71,-79,-79,-79,-79,-78,-78,-78,-78,-88,-88,-88,-88,-89,-89,-89,-89,25
1080,9,9,9,9,2,2,2,2,-10,-10,-10,-10,-2,-2,-2,-2,8,8,8,8,15,15,15,15,15,15,15,15,9,9,9,9,-1,-1,-1,-1,-3,-3,-3,-3,-6,-6,-6,-6,-15,-15,-15,-15,-16,-16,-16,-16,-18,-18,-18,-18,-7,-7,-7,-7,-12,-12,-12,-12,-3,-3,-3,-3,-11,-11,-11,-11,-15,-15,-15,-15,-15,-15,-15,-15,-23,-23,-23,-23,-28,-28,-28,-28,-35,-35,-35,-35,-46,-46,-46,-46,-51,-51,-51,-51,25
1081,-11,-11,-11,-11,-11,-11,-11,-11,-5,-5,-5,-5,-7,-7,-7,-7,4,4,4,4,-7,-7,-7,-7,-12,-12,-12,-12,-16,-16,-16,-16,-7,-7,-7,-7,-13,-13,-13,-13,-23,-23,-23,-23,-32,-32,-32,-32,-36,-36,-36,-36,-42,-42,-42,-42,-39,-39,-39,-39,-46,-46,-46,-46,-41,-41,-41,-41,-43,-43,-43,-43,-42,-42,-42,-42,-42,-42,-42,-42,-51,-51,-51,-51,-62,-62,-62,-62,-72,-72,-72,-72,-71,-71,-71,-71,-74,-74,-74,-74,25
1082,-9,-9,-9,-9,-19,-19,-19,-19,-11,-11,-11,-11,0,0,0,0,-9,-9,-9,-9,-4,-4,-4,-4,6,6,6,6,-3,-3,-3,-3,4,4,4,4,4,4,4,4,0,0,0,0,-5,-5,-5,-5,1,1,1,1,4,4,4,4,10,10,10,10,19,19,19,19,19,19,19,19,23,23,23,23,17,17,17,17,17,17,17,17,28,28,28,28,32,32,32,32,33,33,33,33,33,33,33,33,36,36,36,36,25
1083,9,9,9,9,20,20,20,20,25,25,25,25,13,13,13,13,21,21,21,21,29,29,29,29,20,20,20,20,20,20,20,20,10,10,10,10,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,7,7,7,7,10,10,10,10,11,11,11,11,0,0,0,0,-6,-6,-6,-6,-7,-7,-7,-7,2,2,2,2,1,1,1,1,9,9,9,9,5,5,5,5,2,2,2,2,25
1084,-8,-8,-8,-8,-2,-2,-2,-2,8,8,8,8,8,8,8,8,18,18,18,18,10,10,10,10,11,11,11,11,8,8,8,8,-4,-4,-4,-4,5,5,5,5,-2,-2,-2,-2,-9,-9,-9,-9,-19,-19,-19,-19,-17,-17,-17,-17,-23,-23,-23,-23,-26,-26,-26,-26,-28,-28,-28,-28,-39,-39,-39,-39,-35,-35,-35,-35,-41,-41,-41,-41,-51,-51,-51,-51,-58,-58,-58,-58,-53,-53,-53,-53,-61,-61,-61,-61,-54,-54,-54,-54,25
1085,6,6,6,6,3,3,3,3,-3,-3,-3,-3,1,1,1,1,10,10,10,10,18,18,18,18,9,9,9,9,12,12,12,12,6,6,6,6,-3,-3,-3,-3,-8,-8,-8,-8,-12,-12,-12,-12,-23,-23,-23,-23,-22,-22,-22,-22,-34,-34,-34,-34,-38,-38,-38,-38,-32,-32,-32,-32,-28,-28,-28,-28,-24,-24,-24,-24,-17,-17,-17,-17,-11,-11,-11,-11,-21,-21,-21,-21,-32,-32,-32,-32,-31,-31,-31,-31,-41,-41,-41,-41,25
1086,8,8,8,8,9,9,9,9,18,18,18,18,17,17,17,17,8,8,8,8,-4,-4,-4,-4,6,6,6,6,4,4,4,4,3,3,3,3,-6,-6,-6,-6,-17,-17,-17,-17,-18,-18,-18,-18,-23,-23,-23,-23,-21,-21,-21,-21,-13,-13,-13,-13,-1,-1,-1,-1,-5,-5,-5,-5,4,4,4,4,14,14,14,14,25,25,25,25,15,15,15,15,24,24,24,24,17,17,17,17,29,29,29,29,21,21,21,21,25
1087,11,11,11,11,18,18,18,18,11,11,11,11,1,1,1,1,1,1,1,1,-11,-11,-11,-11,-3,-3,-3,-3,8,8,8,8,4,4,4,4,0,0,0,0,10,10,10,10,20,20,20,20,11,11,11,11,0,0,0,0,-3,-3,-3,-3,8,8,8,8,-3,-3,-3,-3,9,9,9,9,20,20,20,20,31,31,31,31,30,30,30,30,32,32,32,32,20,20,20,20,25,25,25,25,14,14,14,14,25
1088,2,2,2,2,8,8,8,8,17,17,17,17,21,21,21,21,11,11,11,11,19,19,19,19,26,26,26,26,21,21,21,21,19,19,19,19,21,21,21,21,17,17,17,17,21,21,21,21,22,22,22,22,31,31,31,31,27,27,27,27,36,36,36,36,47,47,47,47,57,57,57,57,52,52,52,52,47,47,47,47,52,52,52,52,61,61,61,61,65,65,65,65,66,66,66,66,76,76,76,76,25
1089,4,4,4,4,-7,-7,-7,-7,5,5,5,5,0,0,0,0,-6,-6,-6,-6,2,2,2,2,-9,-9,-9,-9,-15,-15,-15,-15,-17,-17,-17,-17,-29,-29,-29,-29,-37,-37,-37,-37,-37,-37,-37,-37,-39,-39,-39,-39,-27,-27,-27,-27,-21,-21,-21,-21,-21,-21,-21,-21,-16,-16,-16,-16,-25,-25,-25,-25,-20,-20,-20,-20,-29,-29,-29,-29,-26,-26,-26,-26,-16,-16,-16,-16,-17,-17,-17,-17,-13,-13,-13,-13,-2,-2,-2,-2,25
1090,-8,-8,-8,-8,-3,-3,-3,-3,-7,-7,-7,-7,-11,-11,-11,-11,-12,-12,-12,-12,-13,-13,-13,-13,-21,-21,-21,-21,-13,-13,-13,-13,-15,-15,-15,-15,-6,-6,-6,-6,-14,-14,-14,-14,-12,-12,-12,-12,-12,-12,-12,-12,-4,-4,-4,-4,-11,-11,-11,-11,0,0,0,0,12,12,12,12,14,14,14,14,16,16,16,16,18,18,18,18,18,18,18,18,21,21,21,21,13,13,13,13,7,7,7,7,-3,-3,-3,-3,25
1091,4,4,4,4,2,2,2,2,7,7,7,7,0,0,0,0,-12,-12,-12,-12,-13,-13,-13,-13,-12,-12,-12,-12,-21,-21,-21,-21,-12,-12,-12,-12,-9,-9,-9,-9,-20,-20,-20,-20,-10,-10,-10,-10,-4,-4,-4,-4,-4,-4,-4,-4,-10,-10,-10,-10,0,0,0,0,-7,-7,-7,-7,5,5,5,5,17,17,17,17,24,24,24,24,31,31,31,31,42,42,42,42,48,48,48,48,42,42,42,42,42,42,42,42,25
1092,3,3,3,3,11,11,11,11,20,20,20,20,17,17,17,17,7,7,7,7,-4,-4,-4,-4,-6,-6,-6,-6,3,3,3,3,0,0,0,0,0,0,0,0,1,1,1,1,9,9,9,9,9,9,9,9,5,5,5,5,9,9,9,9,5,5,5,5,-2,-2,-2,-2,0,0,0,0,-11,-11,-11,-11,-12,-12,-12,-12,-2,-2,-2,-2,-10,-10,-10,-10,-17,-17,-17,-17,-13,-13,-13,-13,-12,-12,-12,-12,25
1093,11,11,11,11,8,8,8,8,3,3,3,3,10,10,10,10,18,18,18,18,20,20,20,20,19,19,19,19,21,21,21,21,20,20,20,20,10,10,10,10,20,20,20,20,26,26,26,26,23,23,23,23,17,17,17,17,27,27,27,27,35,35,35,35,37,37,37,37,49,49,49,49,43,43,43,43,38,38,38,38,45,45,45,45,49,49,49,49,60,60,60,60,59,59,59,59,63,63,63,63,25
1094,0,0,0,0,-3,-3,-3,-3,-9,-9,-9,-9,-4,-4,-4,-4,6,6,6,6,13,13,13,13,4,4,4,4,5,5,5,5,-5,-5,-5,-5,-12,-12,-12,-12,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,-7,-7,-7,-7,1,1,1,1,4,4,4,4,-8,-8,-8,-8,-10,-10,-10,-10,-11,-11,-11,-11,-2,-2,-2,-2,-5,-5,-5,-5,3,3,3,3,5,5,5,5,3,3,3,3,25
1095,-6,-6,-6,-6,-17,-17,-17,-17,-20,-20,-20,-20,-27,-27,-27,-27,-33,-33,-33,-33,-27,-27,-27,-27,-21,-21,-21,-21,-14,-14,-14,-14,-15,-15,-15,-15,-17,-17,-17,-17,-15,-15,-15,-15,-16,-16,-16,-16,-5,-5,-5,-5,1,1,1,1,-8,-8,-8,-8,-17,-17,-17,-17,-19,-19,-19,-19,-19,-19,-19,-19,-14,-14,-14,-14,-13,-13,-13,-13,-4,-4,-4,-4,-14,-14,-14,-14,-5,-5,-5,-5,-14,-14,-14,-14,-15,-15,-15,-15,25
1096,-2,-2,-2,-2,8,8,8,8,-3,-3,-3,-3,-12,-12,-12,-12,-24,-24,-24,-24,-18,-18,-18,-18,-9,-9,-9,-9,-10,-10,-10,-10,-17,-17,-17,-17,-19,-19,-19,-19,-19,-19,-19,-19,-17,-17,-17,-17,-5,-5,-5,-5,5,5,5,5,15,15,15,15,13,13,13,13,10,10,10,10,-2,-2,-2,-2,5,5,5,5,16,16,16,16,5,5,5,5,15,15,15,15,25,25,25,25,28,28,28,28,34,34,34,34,25
1097,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-4,-4,-4,-4,4,4,4,4,10,10,10,10,1,1,1,1,3,3,3,3,-4,-4,-4,-4,-12,-12,-12,-12,0,0,0,0,5,5,5,5,-2,-2,-2,-2,-6,-6,-6,-6,-7,-7,-7,-7,-8,-8,-8,-8,-7,-7,-7,-7,-12,-12,-12,-12,-4,-4,-4,-4,-9,-9,-9,-9,-20,-20,-20,-20,-21,-21,-21,-21,-32,-32,-32,-32,-25,-25,-25,-25,25
1098,-6,-6,-6,-6,1,1,1,1,0,0,0,0,8,8,8,8,9,9,9,9,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,-8,-8,-8,-8,4,4,4,4,8,8,8,8,6,6,6,6,6,6,6,6,10,10,10,10,18,18,18,18,26,26,26,26,38,38,38,38,30,30,30,30,40,40,40,40,33,33,33,33,37,37,37,37,34,34,34,34,45,45,45,45,41,41,41,41,25
1099,10,10,10,10,20,20,20,20,29,29,29,29,23,23,23,23,26,26,26,26,37,37,37,37,43,43,43,43,32,32,32,32,20,20,20,20,30,30,30,30,26,26,26,26,37,37,37,37,27,27,27,27,15,15,15,15,18,18,18,18,29,29,29,29,20,20,20,20,15,15,15,15,7,7,7,7,1,1,1,1,-5,-5,-5,-5,-17,-17,-17,-17,-13,-13,-13,-13,-23,-23,-23,-23,-35,-35,-35,-35,25
1100,6,6,6,6,18,18,18,18,30,30,30,30,21,21,21,21,20,20,20,20,17,17,17,17,14,14,14,14,6,6,6,6,7,7,7,7,11,11,11,11,8,8,8,8,19,19,19,19,20,20,20,20,16,16,16,16,7,7,7,7,4,4,4,4,1,1,1,1,2,2,2,2,3,3,3,3,12,12,12,12,22,22,22,22,14,14,14,14,5,5,5,5,5,5,5,5,0,0,0,0,25
1101,11,11,11,11,5,5,5,5,15,15,15,15,26,26,26,26,20,20,20,20,30,30,30,30,27,27,27,27,24,24,24,24,29,29,29,29,20,20,20,20,22,22,22,22,14,14,14,14,24,24,24,24,14,14,14,14,11,11,11,11,17,17,17,17,23,23,23,23,11,11,11,11,9,9,9,9,4,4,4,4,0,0,0,0,5,5,5,5,-5,-5,-5,-5,-3,-3,-3,-3,-3,-3,-3,-3,25
